ID,DisplayType,ItemDisplayInfoID,DefaultIconFileDataID,UiOrder
380,4,5728,132513,38000
381,7,5578,132609,38100
382,6,12850,132543,38200
383,9,23101,133762,38300
384,8,11051,132952,38400
385,5,9187,134589,38500
386,3,12426,132662,38600
387,11,5197,133482,38700
388,11,453,135421,38800
389,11,1546,135274,38900
390,11,19247,132392,39000
391,11,20087,135277,39100
392,11,18437,135159,39200
393,11,1595,133046,39300
394,11,5542,135473,39400
395,11,5203,133485,39500
396,5,2201,134581,39600
397,11,5540,135143,39700
398,11,5638,135129,39800
399,11,20442,135139,39900
400,11,20074,135276,40000
401,11,1547,135274,40100
402,11,19525,133046,40200
403,11,19613,133052,40300
404,11,8501,135424,40400
405,4,4473,132513,40500
406,6,4472,132540,40600
407,7,4471,132604,40700
408,8,4470,132952,40800
409,5,4469,134586,40900
410,3,5558,135009,41000
411,6,6019,132543,41100
412,9,23109,133763,41200
413,8,9791,132952,41300
414,5,8265,134591,41400
415,3,5861,135010,41500
416,5,16733,134585,41600
417,13,25943,134949,41700
418,11,8570,133048,41800
419,1,8019,135038,41900
420,6,6841,132535,42000
421,8,6842,132938,42100
422,11,8457,132415,42200
423,11,22214,135562,42300
424,11,19683,133476,42400
425,11,3272,133053,42500
426,11,19136,135421,42600
427,11,20109,135356,42700
428,11,19375,135424,42800
429,11,6475,135651,42900
430,11,20154,135325,43000
431,11,20402,135145,43100
432,8,16710,132940,43200
433,11,9381,133057,43300
434,11,25595,132404,43400
435,11,20089,135311,43500
436,11,9117,133045,43600
437,11,9122,135466,43700
438,11,7464,135127,43800
439,3,8267,135006,43900
440,3,3082,132624,44000
441,3,4597,132723,44100
442,11,5165,135325,44200
443,6,16553,132539,44300
444,9,30832,133754,44400
445,8,2193,132952,44500
446,5,14309,134591,44600
447,3,14013,135020,44700
448,4,16947,132515,44800
449,6,14846,132539,44900
450,7,17024,132606,45000
451,9,27673,133760,45100
452,8,17077,132952,45200
453,5,16658,134588,45300
454,3,14978,135009,45400
455,11,19775,133052,45500
456,11,20173,135274,45600
457,11,19226,135423,45700
458,11,20092,135276,45800
459,11,19533,133053,45900
460,11,20421,135146,46000
461,11,8486,135419,46100
462,11,19306,132409,46200
463,11,22239,135128,46300
464,11,5534,133489,46400
465,11,20395,135154,46500
466,13,21551,135940,46600
467,13,18456,134955,46700
468,6,16856,132579,46800
469,3,12671,132654,46900
470,11,20078,135326,47000
471,11,2807,132397,47100
472,11,63370,135323,47200
473,11,20272,136163,47300
474,11,19743,133729,47400
475,11,28470,135140,47500
476,0,15508,133071,47600
477,11,26586,135356,47700
478,11,3889,132395,47800
479,11,3797,132409,47900
480,8,1795,132938,48000
481,11,18289,135165,48100
482,3,8678,132628,48200
483,6,11269,132535,48300
484,11,2382,133476,48400
485,11,19304,132408,48500
486,3,16667,132658,48600
487,5,3826,134586,48700
488,11,21460,135162,48800
489,11,8581,133046,48900
490,11,15467,133041,49000
491,11,5289,135125,49100
492,11,5166,135327,49200
493,11,19997,135323,49300
494,4,3254,132495,49400
495,6,233,132535,49500
496,7,2219,132602,49600
497,9,70705,133760,49700
498,8,976,132938,49800
499,5,687,134583,49900
500,3,977,132624,50000
501,9,15121,133765,50100
502,1,6914,135038,50200
503,9,15074,133764,50300
504,9,15181,133768,50400
505,6,7578,132543,50500
506,8,2213,132952,50600
507,5,1818,134589,50700
508,1,16786,135040,50800
509,3,1817,135025,50900
510,6,3757,132539,51000
511,9,23138,133768,51100
512,8,2300,132952,51200
513,5,2299,134591,51300
514,1,9999,135040,51400
515,3,5783,135023,51500
516,6,15450,132579,51600
517,9,27549,133766,51700
518,8,3052,132952,51800
519,5,2629,134582,51900
520,1,5094,135040,52000
521,4,2849,132512,52100
522,6,16990,132592,52200
523,7,2561,132607,52300
524,8,972,132939,52400
525,5,704,134706,52500
526,3,14197,132760,52600
527,4,4859,132513,52700
528,6,3715,132540,52800
529,7,17015,132601,52900
530,8,17066,132952,53000
531,5,5605,134589,53100
532,1,12916,135039,53200
533,3,16895,132724,53300
534,4,4590,132513,53400
535,6,945,132543,53500
536,7,2118,132600,53600
537,9,23040,133758,53700
538,8,3992,132952,53800
539,5,683,134589,53900
540,1,14205,135039,54000
541,3,13181,132725,54100
542,11,20037,135276,54200
543,11,19245,135423,54300
544,11,20413,135145,54400
545,11,19534,133053,54500
546,11,1556,135274,54600
547,11,20183,135276,54700
548,11,19535,133052,54800
549,11,1766,135274,54900
550,11,20385,135145,55000
551,11,6794,133485,55100
552,11,19292,132409,55200
553,11,19784,133046,55300
554,11,8587,133046,55400
555,11,19369,132414,55500
556,11,15591,135325,55600
557,11,4129,135276,55700
558,11,20361,135145,55800
559,5,16844,134586,55900
560,4,7746,132493,56000
561,7,10016,132603,56100
562,4,3247,132515,56200
563,7,2178,132601,56300
564,4,3253,132512,56400
565,7,3704,132607,56500
566,7,13617,132606,56600
567,4,14853,132495,56700
568,7,11582,132603,56800
569,7,2980,132606,56900
570,11,1593,135274,57000
571,11,7485,135325,57100
572,11,1596,133040,57200
573,11,1597,133040,57300
574,11,2701,132392,57400
575,11,1201,135145,57500
576,11,3297,132392,57600
577,11,7494,134520,57700
578,11,1839,133476,57800
579,11,2698,135651,57900
580,11,2781,135340,58000
581,11,5218,133481,58100
582,11,19276,132402,58200
583,11,20415,135155,58300
584,5,8420,134582,58400
585,9,23067,133763,58500
586,11,20418,135150,58600
587,5,4312,134582,58700
588,11,20471,135660,58800
589,11,20399,135641,58900
590,11,5040,135325,59000
591,11,8565,133052,59100
592,8,14843,132938,59200
593,8,4255,132955,59300
594,11,8279,135325,59400
595,6,3334,132535,59500
596,13,1684,134955,59600
597,11,1515,133718,59700
598,13,1685,134955,59800
599,8,3846,132939,59900
600,7,16901,132606,60000
601,11,20179,135326,60100
602,11,8590,133053,60200
603,8,12813,132938,60300
604,13,3127,134948,60400
605,3,2982,132741,60500
606,11,20191,135272,60600
607,11,1627,135274,60700
608,13,1706,134950,60800
609,11,20638,135313,60900
610,8,15497,132956,61000
611,11,5533,133481,61100
612,15,179725,133731,61200
613,11,19127,132407,61300
614,3,16670,132663,61400
615,11,20356,135155,61500
616,11,20251,135278,61600
617,11,20120,135325,61700
618,11,20373,135163,61800
619,11,5176,135313,61900
620,11,19255,132408,62000
621,7,1965,132602,62100
622,11,20088,135317,62200
623,13,18650,134321,62300
624,11,105589,135130,62400
625,11,22096,135353,62500
626,11,22115,132394,62600
627,11,8593,133046,62700
628,11,22119,133052,62800
629,11,19281,132417,62900
630,11,22145,135147,63000
631,7,11905,132609,63100
632,6,8354,132542,63200
633,3,12699,132645,63300
634,11,5161,135321,63400
635,8,17054,132939,63500
636,6,11447,132535,63600
637,13,18399,134962,63700
638,3,1330,132722,63800
639,11,20379,135147,63900
640,11,19220,132397,64000
641,11,8474,135419,64100
642,11,1758,133057,64200
643,13,1755,134955,64300
644,13,1757,134955,64400
645,11,8478,132410,64500
646,11,20175,135274,64600
647,11,19532,133053,64700
648,9,22991,133756,64800
649,11,19650,133052,64900
650,11,20212,135357,65000
651,11,19203,132402,65100
652,11,20431,135152,65200
653,3,16868,132760,65300
654,11,20363,135141,65400
655,11,19134,132395,65500
656,11,20168,135324,65600
657,11,28578,135468,65700
658,11,20157,135321,65800
659,11,19637,133048,65900
660,11,19400,132402,66000
661,11,20152,135311,66100
662,3,2250,132760,66200
663,11,6455,133723,66300
664,11,20407,135637,66400
665,11,2704,135641,66500
666,12,168951,135617,66600
667,12,168953,135618,66700
668,12,168952,135615,66800
669,2,10005,135018,66900
670,3,1967,132760,67000
671,3,12674,132663,67100
672,3,13929,132725,67200
673,3,16654,132674,67300
674,6,16045,132543,67400
675,8,11981,132952,67500
676,5,8969,134582,67600
677,3,16575,135029,67700
678,4,4102,132515,67800
679,6,5598,132540,67900
680,7,11414,132611,68000
681,8,8449,132952,68100
682,5,7834,134590,68200
683,3,8417,135010,68300
684,13,18662,134955,68400
685,11,22075,135274,68500
686,11,20438,135139,68600
687,11,19204,132410,68700
688,11,2705,135637,68800
689,11,2717,135641,68900
690,11,22135,135650,69000
691,11,2706,135637,69100
692,3,989,132724,69200
693,4,4592,132513,69300
694,6,2355,132541,69400
695,7,3602,132603,69500
696,8,2358,132955,69600
697,5,691,134589,69700
698,11,4788,135325,69800
699,4,2985,132493,69900
700,6,2986,132535,70000
701,7,2987,132602,70100
702,8,2988,132938,70200
703,5,2989,134583,70300
704,6,5459,132543,70400
705,8,2609,132957,70500
706,5,2610,134587,70600
707,3,2645,135006,70700
708,11,20291,135302,70800
709,11,20312,135311,70900
710,5,685,134583,71000
711,8,17178,132955,71100
712,6,11470,132537,71200
713,11,2707,135641,71300
714,4,68842,443327,71400
715,4,66330,350646,71500
716,11,8534,135424,71600
717,11,1926,135145,71700
718,11,1927,135145,71800
719,11,1928,135271,71900
720,11,1929,135274,72000
721,11,1930,135277,72100
722,11,3092,135273,72200
723,11,1022,133041,72300
724,11,7427,132392,72400
725,11,1938,135613,72500
726,11,3940,133043,72600
727,11,7462,133974,72700
728,11,7443,133964,72800
729,11,6531,134714,72900
730,11,6535,134719,73000
731,11,6532,134717,73100
732,11,6534,134719,73200
733,11,7463,133974,73300
734,11,3375,132417,73400
735,11,20038,135321,73500
736,11,20153,135351,73600
737,11,22137,135640,73700
738,11,22142,135302,73800
739,11,22139,135342,73900
740,13,2552,134955,74000
741,13,18656,134955,74100
742,13,2553,134955,74200
743,13,17884,134955,74300
744,13,18670,134955,74400
745,13,18486,134955,74500
746,13,18665,134949,74600
747,11,20451,135641,74700
748,13,18485,134955,74800
749,13,18729,134949,74900
750,13,18484,134955,75000
751,11,2738,135641,75100
752,11,20470,135650,75200
753,11,20372,135468,75300
754,11,22219,135562,75400
755,8,6901,132939,75500
756,3,16671,132666,75600
757,6,4272,132539,75700
758,5,8152,134592,75800
759,3,4270,135020,75900
760,11,20598,135651,76000
761,11,20345,135638,76100
762,5,65301,350651,76200
763,5,66888,366995,76300
764,9,70704,133753,76400
765,9,15042,133756,76500
766,11,19729,133489,76600
767,11,3447,135316,76700
768,0,15506,133073,76800
769,11,8687,133041,76900
770,11,5221,133729,77000
771,11,4995,135148,77100
772,11,19623,133053,77200
773,11,8470,132408,77300
774,11,5170,135321,77400
775,1,8807,135039,77500
776,11,8472,132410,77600
777,11,20341,135644,77700
778,11,20213,135357,77800
779,11,20346,135168,77900
780,3,16114,132626,78000
781,6,13318,132543,78100
782,5,3173,134581,78200
783,1,3169,135049,78300
784,11,20370,135143,78400
785,11,20211,135357,78500
786,4,10616,132494,78600
787,9,70662,133762,78700
788,11,19305,132406,78800
789,3,19037,132677,78900
790,11,19389,132393,79000
791,3,9502,132724,79100
792,6,17163,132540,79200
793,6,5853,132539,79300
794,9,22998,133150,79400
795,3,6026,132760,79500
796,8,5406,132939,79600
797,3,5655,132725,79700
798,6,4956,132539,79800
799,3,9521,132718,79900
800,7,17172,132606,80000
801,11,2776,133052,80100
802,13,18730,134955,80200
803,3,9171,135011,80300
804,5,14159,134586,80400
805,6,7949,132543,80500
806,8,13503,132957,80600
807,3,16871,132719,80700
808,4,16187,132492,80800
809,5,18478,134706,80900
810,6,16387,132592,81000
811,7,16371,132601,81100
812,8,16388,132952,81200
813,13,18672,134950,81300
814,3,954,132624,81400
815,6,3533,132535,81500
816,7,2230,132604,81600
817,3,1511,132624,81700
818,8,6955,132938,81800
819,3,2968,132747,81900
820,5,2969,134583,82000
821,4,2970,132492,82100
822,6,4028,132535,82200
823,7,6821,132606,82300
824,8,3979,132938,82400
825,3,8642,132748,82500
826,4,6853,132492,82600
827,5,2976,134583,82700
828,6,18692,132535,82800
829,7,6855,132602,82900
830,8,6856,132938,83000
831,3,2663,135018,83100
832,5,1863,134590,83200
833,6,1861,132539,83300
834,8,3212,132952,83400
835,3,16769,135021,83500
836,5,7592,134588,83600
837,6,8418,132539,83700
838,8,10376,132952,83800
839,13,18749,134949,83900
840,13,18733,134952,84000
841,13,18732,134949,84100
842,13,18772,134952,84200
843,3,8367,132725,84300
844,4,8396,132492,84400
845,5,8416,134586,84500
846,6,8369,132542,84600
847,7,10464,132601,84700
848,8,11554,132959,84800
849,3,8331,132646,84900
850,4,7748,132505,85000
851,5,5680,134589,85100
852,6,14295,132542,85200
853,7,13015,132602,85300
854,8,1657,132939,85400
855,11,8512,132402,85500
856,11,19601,133481,85600
857,11,22112,132401,85700
858,11,12992,135434,85800
859,11,22121,133053,85900
860,11,22136,135641,86000
861,11,1768,135145,86100
862,12,8104,135493,86200
863,12,20723,135490,86300
864,12,20722,135499,86400
865,12,20714,135489,86500
866,12,168954,135610,86600
867,12,168955,135611,86700
868,12,168956,135613,86800
869,14,2414,132382,86900
870,14,2418,132384,87000
871,11,12284,135275,87100
872,11,22084,135327,87200
873,11,7590,135419,87300
874,11,22216,135576,87400
875,11,6795,133486,87500
876,11,22133,133040,87600
877,11,22141,135651,87700
878,11,22150,135469,87800
879,11,22098,135313,87900
880,11,22105,132392,88000
881,11,22111,135424,88100
882,11,22120,133487,88200
883,11,22134,133054,88300
884,11,22140,135341,88400
885,11,20389,135151,88500
886,5,2922,134583,88600
887,4,3121,132498,88700
888,11,15430,135162,88800
889,12,10671,135531,88900
890,11,2466,133041,89000
891,11,7442,133041,89100
892,11,2469,135145,89200
893,11,6488,133941,89300
894,8,4485,132941,89400
895,11,6555,135124,89500
896,3,16666,132643,89600
897,11,20590,135651,89700
898,3,10708,135009,89800
899,6,15682,132543,89900
900,6,66337,349114,90000
901,3,12687,132659,90100
902,2,10840,135029,90200
903,2,10705,135030,90300
904,2,10667,135023,90400
905,3,7811,132715,90500
906,2,10861,135024,90600
907,3,10849,132680,90700
908,6,5380,132543,90800
909,9,39075,133762,90900
910,3,12669,132654,91000
911,3,22033,132664,91100
912,2,10798,135025,91200
913,3,12704,132674,91300
914,3,12661,132665,91400
915,3,16614,132679,91500
916,3,12655,132679,91600
917,3,12701,132645,91700
918,3,12654,132681,91800
919,3,12702,132673,91900
920,0,178253,133756,92000
921,0,178252,133132,92100
922,0,11275,133072,92200
923,0,15336,132767,92300
925,11,20473,135637,92500
926,9,15066,133768,92600
927,9,15046,133754,92700
928,11,20441,134298,92800
929,4,13165,132495,92900
930,5,24717,134583,93000
931,11,18494,132795,93100
932,11,24594,132791,93200
933,11,24595,132800,93300
934,11,7454,133941,93400
935,11,7456,133938,93500
936,11,6560,133941,93600
937,11,6549,133941,93700
938,11,6582,134249,93800
939,11,6581,134249,93900
940,11,6530,0,94000
941,11,6529,0,94100
942,11,7457,0,94200
943,0,178251,133118,94300
944,11,20117,135276,94400
945,11,20383,135651,94500
946,11,2708,135641,94600
947,12,2786,135493,94700
948,12,168957,135612,94800
949,12,2787,135493,94900
950,12,20712,135490,95000
951,12,168958,135610,95100
952,12,20671,135491,95200
953,12,168959,135610,95300
954,12,20668,135493,95400
955,12,168960,135610,95500
956,11,20534,135644,95600
957,3,21114,132689,95700
958,11,5188,135280,95800
959,9,23084,133756,95900
960,11,5122,132418,96000
961,11,7479,136040,96100
962,11,1160,133491,96200
963,11,8465,132417,96300
964,11,19669,133482,96400
965,3,65092,443352,96500
966,5,1963,134582,96600
967,11,6443,135641,96700
968,11,19633,133052,96800
969,11,20091,135355,96900
970,11,19236,132397,97000
971,12,6235,135500,97100
972,12,20552,135497,97200
973,11,8463,132417,97300
974,11,4805,135327,97400
975,11,5198,133483,97500
976,11,19929,132408,97600
977,4,23529,132491,97700
978,5,13095,134583,97800
979,7,4331,132602,97900
980,7,17518,132602,98000
981,4,19499,132492,98100
982,3,22458,132738,98200
983,5,4333,134583,98300
984,3,4407,132630,98400
985,7,19677,132606,98500
986,3,4412,132631,98600
987,3,9695,132750,98700
988,11,20151,135324,98800
989,11,2428,132405,98900
990,15,179726,135466,99000
991,11,18575,133714,99100
992,3,2967,132624,99200
993,4,15837,132490,99300
994,13,2916,134955,99400
995,9,23099,133758,99500
996,12,8107,135490,99600
997,12,168961,135612,99700
998,9,46483,133763,99800
999,11,8513,135419,99900
1000,11,20605,135651,100000
1001,6,2928,132535,100100
1002,4,4297,132493,100200
1003,11,20320,135652,100300
1004,1,16828,135036,100400
1005,11,19664,133039,100500
1006,13,2934,134948,100600
1007,11,20359,135654,100700
1008,11,3007,132938,100800
1009,15,179727,134335,100900
1010,15,179728,134336,101000
1011,6,4314,132541,101100
1012,11,20378,135152,101200
1013,9,23077,133757,101300
1014,5,14615,134588,101400
1015,0,16545,133132,101500
1016,3,14499,132647,101600
1017,5,8263,134590,101700
1018,6,14525,132543,101800
1019,8,14497,132955,101900
1020,3,17093,135013,102000
1021,5,17160,134586,102100
1022,6,16980,132543,102200
1023,8,17053,132952,102300
1024,3,22677,132624,102400
1025,5,7193,134583,102500
1026,6,10559,132589,102600
1027,8,10790,132962,102700
1028,3,5866,132647,102800
1029,5,7950,134590,102900
1030,6,5868,132543,103000
1031,8,14528,132955,103100
1032,3,13702,132760,103200
1033,5,10450,134706,103300
1034,6,8086,132592,103400
1035,8,8087,132939,103500
1036,8,1407,132939,103600
1037,3,14549,132649,103700
1038,5,4765,134581,103800
1039,6,4614,132539,103900
1040,8,16789,132952,104000
1041,3,9739,132724,104100
1042,5,10220,134582,104200
1043,6,8443,132539,104300
1044,8,9587,132952,104400
1045,3,12295,132628,104500
1046,5,25768,134582,104600
1047,6,12087,132588,104700
1048,8,12296,132944,104800
1049,3,1995,132724,104900
1050,0,10998,133126,105000
1051,9,23027,134367,105100
1052,3,12682,132679,105200
1053,0,178151,133117,105300
1054,12,3187,135499,105400
1055,5,16534,134582,105500
1056,12,168962,135612,105600
1057,12,168963,135612,105700
1058,12,168964,135612,105800
1059,12,20675,135490,105900
1060,12,20670,135489,106000
1061,12,5392,135500,106100
1062,12,20653,135500,106200
1063,12,20672,135491,106300
1064,12,168965,135610,106400
1065,12,168966,135614,106500
1066,12,168967,135610,106600
1067,6,25778,132588,106700
1068,8,11522,132945,106800
1069,5,11525,134583,106900
1070,3,25780,132628,107000
1071,3,3293,132624,107100
1072,3,4596,132723,107200
1073,5,7647,134587,107300
1074,6,9081,132542,107400
1075,8,10303,132955,107500
1076,6,8268,132541,107600
1077,3,27554,132667,107700
1078,9,15068,133753,107800
1079,11,19209,132402,107900
1080,3,16694,132659,108000
1081,5,8079,134586,108100
1082,8,9170,132939,108200
1083,6,2204,132543,108300
1084,12,20669,135492,108400
1085,11,8588,133052,108500
1086,11,2699,133980,108600
1087,8,66887,366397,108700
1088,9,23098,133763,108800
1089,11,18340,132402,108900
1090,13,2324,134956,109000
1091,3,16696,132662,109100
1092,3,12965,132624,109200
1093,11,20396,135637,109300
1094,11,20362,135147,109400
1095,11,26576,135343,109500
1096,11,19557,135639,109600
1097,11,20072,135348,109700
1098,11,8525,132402,109800
1099,11,3243,132397,109900
1100,11,26590,135350,110000
1101,11,19545,133052,110100
1102,11,19622,133476,110200
1103,11,5509,132401,110300
1104,11,26585,135324,110400
1105,11,20184,135357,110500
1106,11,8585,133053,110600
1107,11,19372,135424,110700
1108,7,14867,132609,110800
1109,11,19283,132408,110900
1110,7,4275,132605,111000
1111,11,5228,133488,111100
1112,7,3379,132605,111200
1113,7,11371,132606,111300
1114,11,20186,135321,111400
1115,7,14535,132607,111500
1116,11,5232,133479,111600
1117,11,20250,135280,111700
1118,11,19275,132408,111800
1119,7,25766,132600,111900
1120,7,11527,132600,112000
1121,7,6057,132602,112100
1122,3,18121,132682,112200
1123,4,5372,132512,112300
1124,11,20607,135640,112400
1125,11,19624,133482,112500
1126,7,8186,132607,112600
1127,11,20381,135149,112700
1128,7,3406,132601,112800
1129,4,9917,132496,112900
1130,7,8210,132606,113000
1131,1,10166,135038,113100
1132,3,16612,132659,113200
1133,9,50194,133763,113300
1134,11,21052,133052,113400
1135,5,3432,134582,113500
1136,11,19782,133053,113600
1137,3,68837,349115,113700
1138,5,66346,350651,113800
1139,3,68845,367073,113900
1140,6,66333,349114,114000
1141,8,66868,445517,114100
1142,13,1673,134955,114200
1143,11,2397,135139,114300
1144,6,26927,132539,114400
1145,7,26928,132606,114500
1146,8,27175,132963,114600
1147,5,25273,134583,114700
1148,3,25272,132719,114800
1149,6,27993,132542,114900
1150,8,16067,132953,115000
1151,5,28591,134586,115100
1152,3,27996,132657,115200
1153,6,134598,132539,115300
1154,8,14509,132952,115400
1155,5,11008,134706,115500
1156,3,8182,135011,115600
1157,6,26944,132537,115700
1158,7,26945,132606,115800
1159,8,28997,132959,115900
1160,5,25239,134583,116000
1161,3,25238,132647,116100
1162,6,134231,132539,116200
1163,8,11061,132952,116300
1164,5,11059,134706,116400
1165,3,11021,135011,116500
1166,6,10089,132607,116600
1167,7,10090,132607,116700
1168,3,10018,132719,116800
1169,8,10598,132952,116900
1170,5,11014,134706,117000
1171,4,4506,133693,117100
1172,7,10940,132606,117200
1173,1,21457,135040,117300
1174,11,19252,132415,117400
1175,11,3502,133041,117500
1176,11,20434,135158,117600
1177,3,16655,132675,117700
1178,3,12971,132624,117800
1179,11,1661,135145,117900
1180,2,3552,135018,118000
1181,4,3553,133694,118100
1182,0,15912,133117,118200
1183,11,6584,133942,118300
1184,11,3573,133718,118400
1185,4,10061,132493,118500
1186,11,3213,135274,118600
1187,7,10939,132609,118700
1188,11,5949,135129,118800
1189,4,5838,132492,118900
1190,7,14086,132606,119000
1191,4,14963,132495,119100
1192,7,16555,132612,119200
1193,4,5859,132495,119300
1194,7,7082,132612,119400
1195,4,5858,132492,119500
1196,7,9647,132602,119600
1197,4,9094,132515,119700
1198,7,7758,132612,119800
1199,0,178149,133077,119900
1200,11,2809,135330,120000
1201,11,20339,135169,120100
1202,11,20174,135311,120200
1203,11,6483,133436,120300
1204,11,6479,133939,120400
1205,15,179729,133939,120500
1206,11,6487,133436,120600
1207,2,16610,135031,120700
1208,2,3686,135022,120800
1209,4,3696,132493,120900
