ID,RaceID,ClassID,SexID,OutfitID,ItemID[0],ItemID[1],ItemID[2],ItemID[3],ItemID[4],ItemID[5],ItemID[6],ItemID[7],ItemID[8],ItemID[9],ItemID[10],ItemID[11],ItemID[12],ItemID[13],ItemID[14],ItemID[15],ItemID[16],ItemID[17],ItemID[18],ItemID[19],ItemID[20],ItemID[21],ItemID[22],ItemID[23],DisplayItemID[0],DisplayItemID[1],DisplayItemID[2],DisplayItemID[3],DisplayItemID[4],DisplayItemID[5],DisplayItemID[6],DisplayItemID[7],DisplayItemID[8],DisplayItemID[9],DisplayItemID[10],DisplayItemID[11],DisplayItemID[12],DisplayItemID[13],DisplayItemID[14],DisplayItemID[15],DisplayItemID[16],DisplayItemID[17],DisplayItemID[18],DisplayItemID[19],DisplayItemID[20],DisplayItemID[21],DisplayItemID[22],DisplayItemID[23],InventoryType[0],InventoryType[1],InventoryType[2],InventoryType[3],InventoryType[4],InventoryType[5],InventoryType[6],InventoryType[7],InventoryType[8],InventoryType[9],InventoryType[10],InventoryType[11],InventoryType[12],InventoryType[13],InventoryType[14],InventoryType[15],InventoryType[16],InventoryType[17],InventoryType[18],InventoryType[19],InventoryType[20],InventoryType[21],InventoryType[22],InventoryType[23],PetDisplayID,PetFamilyID
352,1,6,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,117245,51501,49738,51494,-1,51500,51498,51497,51499,51496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,16,5,-1,9,10,6,7,8,2,11,18,18,18,18,11,-1,0,0,-1,-1,-1,-1,0,0
353,1,6,1,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,117245,51501,49738,51494,-1,51500,51498,51497,51499,51496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,16,5,-1,9,10,6,7,8,2,11,18,18,18,18,11,-1,0,0,-1,-1,-1,-1,0,0
10,1,8,0,0,56,1395,55,35,0,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12647,1882,9929,472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,8,17,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
39,1,8,1,0,56,1395,55,35,0,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12647,1882,9929,472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,8,17,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
12,1,9,0,0,57,0,1396,35,59,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12645,-1,2201,472,3261,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,7,17,8,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4449,23
40,1,9,1,0,57,0,1396,35,59,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12645,-1,2201,472,3261,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,7,17,8,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4449,23
430,1,10,0,0,0,72019,72020,77526,73209,77509,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,105341,105342,105156,104627,105152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,9,17,6,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
431,1,10,1,0,0,72019,72020,77526,73209,77509,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,105341,105342,105156,104627,105152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,9,17,6,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
2,2,1,0,0,58245,139,140,6948,12282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9995,9988,65781,-1,22291,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,8,0,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
41,2,1,1,0,58245,139,140,6948,12282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9995,9988,65781,-1,22291,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,8,0,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
16,2,3,0,0,58247,6137,6138,0,0,6948,0,2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10112,10114,10115,-1,-1,-1,-1,8106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,8,-1,-1,0,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,744,5
42,2,3,1,0,58247,6137,6138,0,0,6948,0,2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10112,10114,10115,-1,-1,-1,-1,8106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,8,-1,-1,0,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,744,5
17,2,4,0,0,58246,120,121,0,37,0,50055,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005,10006,10008,-1,8483,-1,2704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,8,-1,21,-1,22,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
43,2,4,1,0,58246,120,121,0,37,0,50055,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005,10006,10008,-1,8483,-1,2704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,8,-1,21,-1,22,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
354,2,6,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,117245,51501,49738,51494,-1,51500,51498,51497,51499,51496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,16,5,-1,9,10,6,7,8,2,11,18,18,18,18,11,-1,0,0,-1,-1,-1,-1,0,0
355,2,6,1,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,117245,51501,49738,51494,-1,51500,51498,51497,51499,51496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,16,5,-1,9,10,6,7,8,2,11,18,18,18,18,11,-1,0,0,-1,-1,-1,-1,0,0
19,2,7,0,0,52544,52545,6948,0,36,0,0,2362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65777,14247,-1,-1,5194,-1,-1,18730,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,0,-1,21,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
45,2,7,1,0,52544,52545,6948,0,36,0,0,2362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65777,14247,-1,-1,5194,-1,-1,18730,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,0,-1,21,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
410,2,8,0,0,52546,52681,35,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65778,65846,472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,17,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
411,2,8,1,0,52546,52681,35,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65778,65846,472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,17,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
20,2,9,0,0,52543,52679,0,35,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65782,65845,-1,472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,-1,17,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4449,23
46,2,9,1,0,52543,52679,0,35,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65782,65845,-1,472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,-1,17,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4449,23
438,2,10,0,0,0,72019,72020,77526,73209,77509,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,105341,105342,105156,104627,105152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,9,17,6,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
439,2,10,1,0,0,72019,72020,77526,73209,77509,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,105341,105342,105156,104627,105152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,9,17,6,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
3,3,1,0,0,58231,39,40,0,12282,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33310,9892,10141,-1,22291,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,8,-1,17,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
47,3,1,1,0,58231,39,40,0,12282,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33310,9892,10141,-1,22291,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,8,-1,17,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
7,3,2,0,0,58233,44,43,0,52557,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3265,9937,9938,-1,8687,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,8,-1,17,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
48,3,2,1,0,58233,44,43,0,52557,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3265,9937,9938,-1,8687,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,8,-1,17,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
21,3,3,0,0,58232,147,129,0,0,0,0,2508,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,9976,9975,9977,-1,-1,-1,-1,2409,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,8,-1,-1,-1,-1,26,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,822,4
49,3,3,1,0,58232,147,129,0,0,0,0,2508,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,9976,9975,9977,-1,-1,-1,-1,2409,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,8,-1,-1,-1,-1,26,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,822,4
288,3,4,0,0,36,58234,48,47,50055,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5194,9906,9913,9915,2704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,5,7,8,22,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
289,3,4,1,0,36,58234,48,47,50055,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5194,9906,9913,9915,2704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,5,7,8,22,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
22,3,5,0,0,6098,0,52,51,35,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12679,-1,9945,9946,472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,7,8,17,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
50,3,5,1,0,6098,0,52,51,35,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12679,-1,9945,9946,472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,7,8,17,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
356,3,6,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,117245,51501,49738,51494,-1,51500,51498,51497,51499,51496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,16,5,-1,9,10,6,7,8,2,11,18,18,18,18,11,-1,0,0,-1,-1,-1,-1,0,0
357,3,6,1,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,117245,51501,49738,51494,-1,51500,51498,51497,51499,51496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,16,5,-1,9,10,6,7,8,2,11,18,18,18,18,11,-1,0,0,-1,-1,-1,-1,0,0
404,3,7,0,0,52538,52539,52540,36,2362,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12648,9975,9977,5194,18730,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,8,21,14,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
405,3,7,1,0,52538,52539,52540,36,2362,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12648,9975,9977,5194,18730,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,8,21,14,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
35,3,8,0,0,56,1395,0,35,55,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12647,1882,-1,472,9929,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,-1,17,8,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
52,3,8,1,0,56,1395,0,35,55,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12647,1882,-1,472,9929,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,-1,17,8,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
424,3,9,0,0,57,1396,59,35,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12645,2201,3261,472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,8,17,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4449,23
425,3,9,1,0,57,1396,59,35,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12645,2201,3261,472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,8,17,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4449,23
428,3,10,0,0,73209,72019,72020,77526,77509,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104627,105341,105342,105156,105152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,5,7,9,6,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
429,3,10,1,0,73209,72019,72020,77526,77509,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104627,105341,105342,105156,105152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,5,7,9,6,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
4,4,1,0,0,49778,58244,6121,6122,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2380,9983,9984,9985,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,5,7,8,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
53,4,1,1,0,49778,58244,6121,6122,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2380,9983,9984,9985,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,5,7,8,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
24,4,3,0,0,0,58232,147,129,0,2504,0,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,9976,9975,9977,-1,8106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,8,-1,15,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17090,2
54,4,3,1,0,0,58232,147,129,0,2504,0,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,9976,9975,9977,-1,8106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,8,-1,15,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17090,2
8,4,4,0,0,25,58234,48,47,0,50055,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542,9906,9913,9915,-1,2704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,5,7,8,-1,22,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
55,4,4,1,0,25,58234,48,47,0,50055,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542,9906,9913,9915,-1,2704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,5,7,8,-1,22,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
26,4,5,0,0,3661,6119,52,51,0,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18530,12681,9945,9946,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,20,7,8,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
56,4,5,1,0,3661,6119,52,51,0,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18530,12681,9945,9946,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,20,7,8,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
